URN,LA (code),LA (name),EstablishmentNumber,EstablishmentName,TypeOfEstablishment (code),TypeOfEstablishment (name),EstablishmentTypeGroup (code),EstablishmentTypeGroup (name),EstablishmentStatus (code),EstablishmentStatus (name),ReasonEstablishmentOpened (code),ReasonEstablishmentOpened (name),OpenDate,ReasonEstablishmentClosed (code),ReasonEstablishmentClosed (name),CloseDate,PhaseOfEducation (code),PhaseOfEducation (name),StatutoryLowAge,StatutoryHighAge,Boarders (code),Boarders (name),NurseryProvision (name),OfficialSixthForm (code),OfficialSixthForm (name),Gender (code),Gender (name),ReligiousCharacter (code),ReligiousCharacter (name),ReligiousEthos (name),Diocese (code),Diocese (name),AdmissionsPolicy (code),AdmissionsPolicy (name),SchoolCapacity,SpecialClasses (code),SpecialClasses (name),CensusDate,NumberOfPupils,NumberOfBoys,NumberOfGirls,PercentageFSM,TrustSchoolFlag (code),TrustSchoolFlag (name),Trusts (code),Trusts (name),SchoolSponsorFlag (name),SchoolSponsors (name),FederationFlag (name),Federations (code),Federations (name),UKPRN,FEHEIdentifier,FurtherEducationType (name),OfstedLastInsp,OfstedSpecialMeasures (code),OfstedSpecialMeasures (name),LastChangedDate,Street,Locality,Address3,Town,County (name),Postcode,SchoolWebsite,TelephoneNum,HeadTitle (name),HeadFirstName,HeadLastName,HeadPreferredJobTitle,BSOInspectorateName (name),InspectorateReport,DateOfLastInspectionVisit,NextInspectionVisit,TeenMoth (name),TeenMothPlaces,CCF (name),SENPRU (name),EBD (name),PlacesPRU,FTProv (name),EdByOther (name),Section41Approved (name),SEN1 (name),SEN2 (name),SEN3 (name),SEN4 (name),SEN5 (name),SEN6 (name),SEN7 (name),SEN8 (name),SEN9 (name),SEN10 (name),SEN11 (name),SEN12 (name),SEN13 (name),TypeOfResourcedProvision (name),ResourcedProvisionOnRoll,ResourcedProvisionCapacity,SenUnitOnRoll,SenUnitCapacity,GOR (code),GOR (name),DistrictAdministrative (code),DistrictAdministrative (name),AdministrativeWard (code),AdministrativeWard (name),ParliamentaryConstituency (code),ParliamentaryConstituency (name),UrbanRural (code),UrbanRural (name),GSSLACode (name),Easting,Northing,MSOA (name),LSOA (name),InspectorateName (name),SENStat,SENNoStat,BoardingEstablishment (name),PropsName,PreviousLA (code),PreviousLA (name),PreviousEstablishmentNumber,OfstedRating (name),RSCRegion (name),Country (name),UPRN,SiteName,QABName (code),QABName (name),EstablishmentAccredited (code),EstablishmentAccredited (name),QABReport,CHNumber,MSOA (code),LSOA (code),FSM,AccreditationExpiryDate
107828,"383","Leeds","2303","Greenside Primary School","01","Community school","4","Local authority maintained schools","1","Open","00","Not applicable","","00","Not applicable","","2","Primary",5,11,"1","No boarders","No Nursery Classes","2","Does not have a sixth form","3","Mixed","00","Does not apply","Does not apply","0000","Not applicable","0","Not applicable",325,"2","No Special Classes","20-01-2022","304","137","167","11.80","0","Not applicable","","","Not applicable","","Not under a federation","","",10078391,"","Not applicable","18-04-2019","0","Not applicable","16-05-2023","Chapeltown","","","Pudsey","West Yorkshire","LS28 8NZ","www.greenside-sch.org/","01132574509","Mrs","Sarah","Fuller","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","D","Yorkshire and the Humber","E08000035","Leeds","E05011409","Pudsey","E14000886","Pudsey","A1","(England/Wales) Urban major conurbation","E08000035",421968,432910,"Leeds 079","Leeds 079C","","","","","","999","","","Good","Lancashire and West Yorkshire","","72282115","","0","Not applicable","0","Not applicable","","","E02002408","E01011604","36",""
107829,"383","Leeds","2305","Waterloo Junior School","01","Community school","4","Local authority maintained schools","2","Closed","00","Not applicable","","01","Result of Amalgamation/Merger","31-08-2004","2","Primary",7,11,"1","No boarders","Not applicable","0","Not applicable","3","Mixed","00","Does not apply","Does not apply","0000","Not applicable","0","Not applicable",240,"2","No Special Classes","","","","","","0","Not applicable","","","Not applicable","","Not under a federation","","","","","Not applicable","","0","Not applicable","29-11-2019","Victoria Road","","","Pudsey","West Yorkshire","LS28 7SR","","","Mrs","A","Greenbank","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","D","Yorkshire and the Humber","E08000035","Leeds","E05011409","Pudsey","E14000886","Pudsey","A1","(England/Wales) Urban major conurbation","E08000035",421374,433250,"Leeds 076","Leeds 076A","","","","","","999","","","","Lancashire and West Yorkshire","","72282645","","0","Not applicable","0","Not applicable","","","E02002405","E01011602","",""
107830,"383","Leeds","2308","Carlton Primary School","01","Community school","4","Local authority maintained schools","1","Open","00","Not applicable","","00","Not applicable","","2","Primary",3,11,"1","No boarders","Has Nursery Classes","2","Does not have a sixth form","3","Mixed","00","Does not apply","Does not apply","0000","Not applicable","0","Not applicable",367,"2","No Special Classes","20-01-2022","348","178","170","9.20","0","Not applicable","","","Not applicable","","Not under a federation","","",10075610,"","Not applicable","12-02-2020","0","Not applicable","18-04-2023","New Road","Carlton","","Wakefield","West Yorkshire","WF3 3RE","www.carltonprimaryschool.co.uk/","01133783040","Co Headteacher","Hannah","Roe","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","D","Yorkshire and the Humber","E08000035","Leeds","E05011410","Rothwell","E14000689","Elmet and Rothwell","C1","(England/Wales) Urban city and town","E08000035",433654,427176,"Leeds 100","Leeds 100D","","","","","","999","","","Good","Lancashire and West Yorkshire","","72388174","","0","Not applicable","0","Not applicable","","","E02002429","E01011636","29",""
107831,"383","Leeds","2309","Robin Hood Primary School","01","Community school","4","Local authority maintained schools","1","Open","00","Not applicable","","00","Not applicable","","2","Primary",3,11,"1","No boarders","Has Nursery Classes","2","Does not have a sixth form","3","Mixed","00","Does not apply","Does not apply","0000","Not applicable","0","Not applicable",420,"2","No Special Classes","20-01-2022","461","229","232","10.10","0","Not applicable","","","Not applicable","","Not under a federation","","",10075609,"","Not applicable","11-01-2018","0","Not applicable","04-05-2023","Leeds Road","Robin Hood","","Wakefield","West Yorkshire","WF3 3BG","www.robinhood.leeds.sch.uk","01132823444","Mrs","Sara","Harris","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","D","Yorkshire and the Humber","E08000035","Leeds","E05011384","Ardsley & Robin Hood","E14000826","Morley and Outwood","A1","(England/Wales) Urban major conurbation","E08000035",432542,426885,"Leeds 105","Leeds 105F","","","","","","999","","","Good","Lancashire and West Yorkshire","","72371991","","0","Not applicable","0","Not applicable","","","E02002434","E01032496","43",""
107832,"383","Leeds","2312","Thorpe Primary School","01","Community school","4","Local authority maintained schools","1","Open","00","Not applicable","","00","Not applicable","","2","Primary",3,11,"1","No boarders","Has Nursery Classes","2","Does not have a sixth form","3","Mixed","00","Does not apply","Does not apply","0000","Not applicable","0","Not applicable",240,"2","No Special Classes","20-01-2022","228","114","114","18.20","0","Not applicable","","","Not applicable","","Not under a federation","","",10075608,"","Not applicable","09-03-2023","0","Not applicable","16-06-2023","Dolphin Lane","Thorpe","","Wakefield","West Yorkshire","WF3 3DG","","01133368760","Mrs","Alexandra","Wilks","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","D","Yorkshire and the Humber","E08000035","Leeds","E05011384","Ardsley & Robin Hood","E14000826","Morley and Outwood","A1","(England/Wales) Urban major conurbation","E08000035",431440,426529,"Leeds 105","Leeds 105C","","","","","","999","","","Good","Lancashire and West Yorkshire","","72378561","","0","Not applicable","0","Not applicable","","","E02002434","E01011499","40",""
107833,"383","Leeds","2313","Rothwell Haigh Road Infant School","01","Community school","4","Local authority maintained schools","2","Closed","00","Not applicable","01-01-1900","06","For Academy","30-06-2019","2","Primary",3,7,"1","No boarders","Has Nursery Classes","2","Does not have a sixth form","3","Mixed","00","Does not apply","Does not apply","0000","Not applicable","0","Not applicable",135,"2","No Special Classes","17-01-2019","161","71","90","31","0","Not applicable","","","Not applicable","","Not under a federation","","",10070891,"","Not applicable","11-10-2018","0","Not applicable","29-11-2019","Haigh Road","Rothwell","","Leeds","West Yorkshire","LS26 0NQ","","","Miss","Louise","Aston (Acting)","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","D","Yorkshire and the Humber","E08000035","Leeds","E05011410","Rothwell","E14000689","Elmet and Rothwell","A1","(England/Wales) Urban major conurbation","E08000035",434191,428894,"Leeds 100","Leeds 100E","","","","","","999","","","Serious Weaknesses","Lancashire and West Yorkshire","","72562390","","0","Not applicable","0","Not applicable","","","E02002429","E01011639","40",""
107834,"383","Leeds","2314","Woodlesford Primary School","01","Community school","4","Local authority maintained schools","1","Open","00","Not applicable","","00","Not applicable","","2","Primary",3,11,"1","No boarders","Has Nursery Classes","2","Does not have a sixth form","3","Mixed","00","Does not apply","Does not apply","0000","Not applicable","0","Not applicable",450,"2","No Special Classes","20-01-2022","431","204","227","9.70","0","Not applicable","","","Not applicable","","Not under a federation","","",10075607,"","Not applicable","23-05-2019","0","Not applicable","08-11-2022","Church Street","Woodlesford","","Leeds","West Yorkshire","LS26 8RD","http://www.woodlesford.leeds.sch.uk/","01133934416","Miss","Linda","Collier","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","D","Yorkshire and the Humber","E08000035","Leeds","E05011410","Rothwell","E14000689","Elmet and Rothwell","A1","(England/Wales) Urban major conurbation","E08000035",436484,429142,"Leeds 097","Leeds 097D","","","","","","999","","","Requires improvement","Lancashire and West Yorkshire","","72383431","","0","Not applicable","0","Not applicable","","","E02002426","E01011638","41",""
107835,"383","Leeds","2317","Methley Junior School","01","Community school","4","Local authority maintained schools","2","Closed","00","Not applicable","","01","Result of Amalgamation/Merger","31-08-2004","2","Primary",7,11,"1","No boarders","Not applicable","0","Not applicable","3","Mixed","00","Does not apply","Does not apply","0000","Not applicable","0","Not applicable",180,"2","No Special Classes","","","","","","0","Not applicable","","","Not applicable","","Not under a federation","","","","","Not applicable","","0","Not applicable","29-11-2019","Pinfold Lane","Methley","","Leeds","West Yorkshire","LS26 9AB","","","Mrs","J M","Reid","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","D","Yorkshire and the Humber","E08000035","Leeds","E05011401","Kippax & Methley","E14000689","Elmet and Rothwell","D1","(England/Wales) Rural town and fringe","E08000035",440079,426746,"Leeds 103","Leeds 103D","","","","","","999","","","","Lancashire and West Yorkshire","","","","0","Not applicable","0","Not applicable","","","E02002432","E01011394","",""
107836,"383","Leeds","2318","Blackgates Primary School","01","Community school","4","Local authority maintained schools","2","Closed","00","Not applicable","","01","Result of Amalgamation/Merger","31-08-2004","2","Primary",7,11,"1","No boarders","Not applicable","0","Not applicable","3","Mixed","00","Does not apply","Does not apply","0000","Not applicable","0","Not applicable",240,"2","No Special Classes","","","","","","0","Not applicable","","","Not applicable","","Not under a federation","","","","","Not applicable","","0","Not applicable","29-11-2019","Smithy Lane","Tingley","","Wakefield","West Yorkshire","WF3 1QQ","","","Mrs","Elaine","Kay-Devanney","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","D","Yorkshire and the Humber","E08000035","Leeds","E05011384","Ardsley & Robin Hood","E14000826","Morley and Outwood","A1","(England/Wales) Urban major conurbation","E08000035",428721,425938,"Leeds 107","Leeds 107D","","","","","","999","","","","Lancashire and West Yorkshire","","72363043","","0","Not applicable","0","Not applicable","","","E02002436","E01011552","",""
107837,"383","Leeds","2320","Waterloo Infant School","01","Community school","4","Local authority maintained schools","2","Closed","00","Not applicable","","01","Result of Amalgamation/Merger","31-08-2004","2","Primary",3,7,"1","No boarders","Has Nursery Classes","0","Not applicable","3","Mixed","00","Does not apply","Does not apply","0000","Not applicable","0","Not applicable",180,"2","No Special Classes","","","","","","0","Not applicable","","","Not applicable","","Not under a federation","","","","","Not applicable","","0","Not applicable","29-11-2019","Waterloo Road","","","Pudsey","West Yorkshire","LS28 7PY","","","Mrs","H G","McKenna","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","D","Yorkshire and the Humber","E08000035","Leeds","E05011409","Pudsey","E14000886","Pudsey","A1","(England/Wales) Urban major conurbation","E08000035",421065,433297,"Leeds 076","Leeds 076E","","","","","","999","","","","Lancashire and West Yorkshire","","","","0","Not applicable","0","Not applicable","","","E02002405","E01011613","",""
107838,"383","Leeds","2321","Morley Newlands Primary School","01","Community school","4","Local authority maintained schools","2","Closed","00","Not applicable","","10","Academy Converter","28-02-2015","2","Primary",3,11,"1","No boarders","Has Nursery Classes","2","Does not have a sixth form","3","Mixed","00","Does not apply","Does not apply","0000","Not applicable","0","Not applicable",630,"2","No Special Classes","","","","","","0","Not applicable","","","Not applicable","","Not under a federation","","","","","Not applicable","","0","Not applicable","29-11-2019","Wide Lane","Morley","","Leeds","West Yorkshire","LS27 8PG","","","Mr","Adrian","Stygall","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","D","Yorkshire and the Humber","E08000035","Leeds","E05011407","Morley South","E14000826","Morley and Outwood","A1","(England/Wales) Urban major conurbation","E08000035",427618,428031,"Leeds 102","Leeds 102B","","","","","","999","","","","Lancashire and West Yorkshire","","72367067","","0","Not applicable","0","Not applicable","","","E02002431","E01011540","",""
107839,"383","Leeds","2323","Methley Infant and Nursery School","01","Community school","4","Local authority maintained schools","2","Closed","00","Not applicable","","01","Result of Amalgamation/Merger","31-08-2004","2","Primary",3,7,"1","No boarders","Has Nursery Classes","0","Not applicable","3","Mixed","00","Does not apply","Does not apply","0000","Not applicable","0","Not applicable",150,"2","No Special Classes","","","","","","0","Not applicable","","","Not applicable","","Not under a federation","","","","","Not applicable","","0","Not applicable","29-11-2019","Little Church Lane","Methley","","Leeds","West Yorkshire","LS26 9EF","","","Mrs","Annette","Edwards","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","D","Yorkshire and the Humber","E08000035","Leeds","E05011401","Kippax & Methley","E14000689","Elmet and Rothwell","D1","(England/Wales) Rural town and fringe","E08000035",439058,426840,"Leeds 103","Leeds 103C","","","","","","999","","","","Lancashire and West Yorkshire","","","","0","Not applicable","0","Not applicable","","","E02002432","E01011393","",""
